"X" "pokedex_number" "name" "german_name" "japanese_name" "generation" "status" "species" "type_number" "type_1" "height_m" "weight_kg" "abilities_number" "ability_1" "total_points" "hp" "attack" "defense" "sp_attack" "sp_defense" "speed" "catch_rate" "growth_rate" "egg_type_number" "egg_type_1" "egg_cycles" "against_normal" "against_fire" "against_water" "against_electric" "against_grass" "against_ice" "against_fight" "against_poison" "against_ground" "against_flying" "against_psychic" "against_bug" "against_rock" "against_ghost" "against_dragon" "against_dark" "against_steel" "against_fairy" "nb" "nb1"
"437" 523 437 "Bronzong" "Bronzong" "<U+30C9><U+30FC><U+30BF><U+30AF><U+30F3> (Dohtakun)" 4 "Normal" "Bronze Bell Pokémon" 2 "Steel" 1.3 187 3 "Levitate" 500 67 89 116 79 116 33 90 "Medium Fast" 1 "Mineral" 20 0.5 2 1 1 0.5 0.5 1 0 0 0.5 0.25 1 0.5 2 0.5 2 0.5 0.5 2 0
"438" 524 438 "Bonsly" "Mobai" "<U+30A6><U+30BD><U+30CF><U+30C1> (Usohachi)" 4 "Normal" "Bonsai Pokémon" 1 "Rock" 0.5 15 3 "Sturdy" 290 50 80 95 10 45 10 255 "Medium Fast" 1 "Undiscovered" 20 0.5 0.5 2 1 2 1 2 0.5 2 0.5 1 1 1 1 1 1 2 1 2 0
"439" 525 439 "Mime Jr." "Pantimimi" "<U+30DE><U+30CD><U+30CD> (Manene)" 4 "Normal" "Mime Pokémon" 2 "Psychic" 0.6 13 3 "Soundproof" 310 20 25 45 70 90 60 145 "Medium Fast" 1 "Undiscovered" 25 1 1 1 1 1 1 0.25 2 1 1 0.5 1 1 2 0 1 2 1 1 0
"440" 526 440 "Happiny" "Wonneira" "<U+30D4><U+30F3><U+30D7><U+30AF> (Pinpuku)" 4 "Normal" "Playhouse Pokémon" 1 "Normal" 0.6 24.4 3 "Natural Cure" 220 100 5 5 15 65 30 130 "Fast" 1 "Undiscovered" 40 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"441" 527 441 "Chatot" "Plaudagei" "<U+30DA><U+30E9><U+30C3><U+30D7> (Perap)" 4 "Normal" "Music Note Pokémon" 2 "Normal" 0.5 1.9 3 "Keen Eye" 411 76 65 45 92 42 91 30 "Medium Slow" 1 "Flying" 20 1 1 1 2 0.5 2 1 1 0 1 1 0.5 2 0 1 1 1 1 1 0
"442" 528 442 "Spiritomb" "Kryppuk" "<U+30DF><U+30AB><U+30EB><U+30B2> (Mikaruge)" 4 "Normal" "Forbidden Pokémon" 2 "Ghost" 1 108 2 "Pressure" 485 50 92 108 92 108 35 100 "Medium Fast" 1 "Amorphous" 30 0 1 1 1 1 1 0 0.5 1 1 0 1 1 1 1 1 1 2 2 0
"443" 529 443 "Gible" "Kaumalat" "<U+30D5><U+30AB><U+30DE><U+30EB> (Fukamaru)" 4 "Normal" "Land Shark Pokémon" 2 "Dragon" 0.7 20.5 2 "Sand Veil" 300 58 70 45 40 45 42 45 "Slow" 2 "Dragon" 40 1 0.5 1 0 1 4 1 0.5 1 1 1 1 0.5 1 2 1 1 2 1 0
"444" 530 444 "Gabite" "Knarksel" "<U+30AC><U+30D0><U+30A4><U+30C8> (Gabite)" 4 "Normal" "Cave Pokémon" 2 "Dragon" 1.4 56 2 "Sand Veil" 410 68 90 65 50 55 82 45 "Slow" 2 "Dragon" 40 1 0.5 1 0 1 4 1 0.5 1 1 1 1 0.5 1 2 1 1 2 1 0
"445" 531 445 "Garchomp" "Knakrack" "<U+30AC><U+30D6><U+30EA><U+30A2><U+30B9> (Gaburias)" 4 "Normal" "Mach Pokémon" 2 "Dragon" 1.9 95 2 "Sand Veil" 600 108 130 95 80 85 102 45 "Slow" 2 "Dragon" 40 1 0.5 1 0 1 4 1 0.5 1 1 1 1 0.5 1 2 1 1 2 1 0
"446" 533 446 "Munchlax" "Mampfaxo" "<U+30B4><U+30F3><U+30D9> (Gonbe)" 4 "Normal" "Big Eater Pokémon" 1 "Normal" 0.6 105 3 "Pickup" 390 135 85 40 40 85 5 50 "Slow" 1 "Undiscovered" 40 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"447" 534 447 "Riolu" "Riolu" "<U+30EA><U+30AA><U+30EB> (Riolu)" 4 "Normal" "Emanation Pokémon" 1 "Fighting" 0.7 20.2 3 "Steadfast" 285 40 70 40 35 40 60 75 "Medium Slow" 1 "Undiscovered" 25 1 1 1 1 1 1 1 1 1 2 2 0.5 0.5 1 1 0.5 1 2 2 0
"448" 535 448 "Lucario" "Lucario" "<U+30EB><U+30AB><U+30EA><U+30AA> (Lucario)" 4 "Normal" "Aura Pokémon" 2 "Fighting" 1.2 54 3 "Steadfast" 525 70 110 70 115 70 90 45 "Medium Slow" 2 "Field" 25 0.5 2 1 1 0.5 0.5 2 0 2 1 1 0.25 0.25 1 0.5 0.5 0.5 1 0 0
"449" 537 449 "Hippopotas" "Hippopotas" "<U+30D2><U+30DD><U+30DD><U+30BF><U+30B9> (Hippopotas)" 4 "Normal" "Hippo Pokémon" 1 "Ground" 0.8 49.5 2 "Sand Stream" 330 68 72 78 38 42 32 140 "Slow" 1 "Field" 30 1 1 2 0 2 2 1 0.5 1 1 1 1 0.5 1 1 1 1 1 3 0
"450" 538 450 "Hippowdon" "Hippoterus" "<U+30AB><U+30D0><U+30EB><U+30C9><U+30F3> (Kabaldon)" 4 "Normal" "Heavyweight Pokémon" 1 "Ground" 2 300 2 "Sand Stream" 525 108 112 118 68 72 47 60 "Slow" 1 "Field" 30 1 1 2 0 2 2 1 0.5 1 1 1 1 0.5 1 1 1 1 1 3 0
"451" 539 451 "Skorupi" "Pionskora" "<U+30B9><U+30B3><U+30EB><U+30D4> (Scorupi)" 4 "Normal" "Scorpion Pokémon" 2 "Poison" 0.8 12 3 "Battle Armor" 330 40 50 90 30 55 65 120 "Slow" 2 "Bug" 20 1 2 1 1 0.25 1 0.25 0.5 1 2 2 0.5 2 1 1 1 1 0.5 0 0
"452" 540 452 "Drapion" "Piondragi" "<U+30C9><U+30E9><U+30D4><U+30AA><U+30F3> (Dorapion)" 4 "Normal" "Ogre Scorp Pokémon" 2 "Poison" 1.3 61.5 3 "Battle Armor" 500 70 90 110 60 75 95 45 "Slow" 2 "Bug" 20 1 1 1 1 0.5 1 1 0.5 2 1 0 1 1 0.5 1 0.5 1 1 0 0
"453" 541 453 "Croagunk" "Glibunkel" "<U+30B0><U+30EC><U+30C3><U+30B0><U+30EB> (Gureggru)" 4 "Normal" "Toxic Mouth Pokémon" 2 "Poison" 0.7 23 3 "Anticipation" 300 48 61 40 61 40 50 140 "Medium Fast" 1 "Human-Like" 10 1 1 1 1 0.5 1 0.5 0.5 2 2 4 0.25 0.5 1 1 0.5 1 1 1 0
"454" 542 454 "Toxicroak" "Toxiquak" "<U+30C9><U+30AF><U+30ED><U+30C3><U+30B0> (Dokurog)" 4 "Normal" "Toxic Mouth Pokémon" 2 "Poison" 1.3 44.4 3 "Anticipation" 490 83 106 65 86 65 85 75 "Medium Fast" 1 "Human-Like" 20 1 1 1 1 0.5 1 0.5 0.5 2 2 4 0.25 0.5 1 1 0.5 1 1 1 0
"455" 543 455 "Carnivine" "Venuflibis" "<U+30DE><U+30B9><U+30AD><U+30C3><U+30D1> (Muskippa)" 4 "Normal" "Bug Catcher Pokémon" 1 "Grass" 1.4 27 1 "Levitate" 454 74 100 72 90 72 46 200 "Slow" 1 "Grass" 25 1 2 0.5 0.5 0.5 2 1 2 0 2 1 2 1 1 1 1 1 1 4 0
"456" 544 456 "Finneon" "Finneon" "<U+30B1><U+30A4><U+30B3><U+30A6><U+30AA> (Keikouo)" 4 "Normal" "Wing Fish Pokémon" 1 "Water" 0.4 7 3 "Swift Swim" 330 49 49 56 49 61 66 190 "Erratic" 1 "Water 2" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 2 0
"457" 545 457 "Lumineon" "Lumineon" "<U+30CD><U+30AA><U+30E9><U+30F3><U+30C8> (Neolant)" 4 "Normal" "Neon Pokémon" 1 "Water" 1.2 24 3 "Swift Swim" 460 69 69 76 69 86 91 75 "Erratic" 1 "Water 2" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 2 0
"458" 546 458 "Mantyke" "Mantirps" "<U+30BF><U+30DE><U+30F3><U+30BF> (Tamanta)" 4 "Normal" "Kite Pokémon" 2 "Water" 1 65 3 "Swift Swim" 345 45 20 50 60 120 50 25 "Slow" 1 "Undiscovered" 25 1 0.5 0.5 4 1 1 0.5 1 0 1 1 0.5 2 1 1 1 0.5 1 1 0
"459" 547 459 "Snover" "Shnebedeck" "<U+30E6><U+30AD><U+30AB><U+30D6><U+30EA> (Yukikaburi)" 4 "Normal" "Frost Tree Pokémon" 2 "Grass" 1 50.5 2 "Snow Warning" 334 60 62 50 62 60 40 120 "Slow" 2 "Grass" 20 1 4 0.5 0.5 0.5 1 2 2 0.5 2 1 2 2 1 1 1 2 1 1 0
"460" 548 460 "Abomasnow" "Rexblisar" "<U+30E6><U+30AD><U+30CE><U+30AA><U+30FC> (Yukinooh)" 4 "Normal" "Frost Tree Pokémon" 2 "Grass" 2.2 135.5 2 "Snow Warning" 494 90 92 75 92 85 60 60 "Slow" 2 "Grass" 20 1 4 0.5 0.5 0.5 1 2 2 0.5 2 1 2 2 1 1 1 2 1 1 0
"461" 550 461 "Weavile" "Snibunna" "<U+30DE><U+30CB><U+30E5><U+30FC><U+30E9> (Manyula)" 4 "Normal" "Sharp Claw Pokémon" 2 "Dark" 1.1 34 2 "Pressure" 510 70 120 65 45 85 125 45 "Medium Slow" 1 "Field" 20 1 2 1 1 1 0.5 4 1 1 1 0 2 2 0.5 1 0.5 2 2 2 0
"462" 551 462 "Magnezone" "Magnezone" "<U+30B8><U+30D0><U+30B3><U+30A4><U+30EB> (Jibacoil)" 4 "Normal" "Magnet Area Pokémon" 2 "Electric" 1.2 180 3 "Magnet Pull" 535 70 70 115 130 90 60 30 "Medium Fast" 1 "Mineral" 20 0.5 2 1 0.5 0.5 0.5 2 0 4 0.25 0.5 0.5 0.5 1 0.5 1 0.25 0.5 2 0
"463" 552 463 "Lickilicky" "Schlurplek" "<U+30D9><U+30ED><U+30D9><U+30EB><U+30C8> (Berobelt)" 4 "Normal" "Licking Pokémon" 1 "Normal" 1.7 140 3 "Own Tempo" 515 110 85 95 80 95 50 30 "Medium Fast" 1 "Monster" 20 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"464" 553 464 "Rhyperior" "Rihornior" "<U+30C9><U+30B5><U+30A4><U+30C9><U+30F3> (Dosidon)" 4 "Normal" "Drill Pokémon" 2 "Ground" 2.4 282.8 3 "Lightning Rod" 535 115 140 130 55 55 40 30 "Slow" 2 "Field" 20 0.5 0.5 4 0 4 2 2 0.25 2 0.5 1 1 0.5 1 1 1 2 1 0 0
"465" 554 465 "Tangrowth" "Tangoloss" "<U+30E2><U+30B8><U+30E3><U+30F3><U+30DC> (Mojumbo)" 4 "Normal" "Vine Pokémon" 1 "Grass" 2 128.6 3 "Chlorophyll" 535 100 100 125 110 50 50 30 "Medium Fast" 1 "Grass" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 2 0
"466" 555 466 "Electivire" "Elevoltek" "<U+30A8><U+30EC><U+30AD><U+30D6><U+30EB> (Elekible)" 4 "Normal" "Thunderbolt Pokémon" 1 "Electric" 1.8 138.6 2 "Motor Drive" 540 75 123 67 95 85 95 30 "Medium Fast" 1 "Human-Like" 25 1 1 1 0 1 1 1 1 2 0.5 1 1 1 1 1 1 0.5 1 3 0
"467" 556 467 "Magmortar" "Magbrant" "<U+30D6><U+30FC><U+30D0><U+30FC><U+30F3> (Booburn)" 4 "Normal" "Blast Pokémon" 1 "Fire" 1.6 68 2 "Flame Body" 540 75 95 67 125 95 83 30 "Medium Fast" 1 "Human-Like" 25 1 0.5 2 1 0.5 0.5 1 1 2 1 1 0.5 2 1 1 1 0.5 0.5 3 0
"468" 557 468 "Togekiss" "Togekiss" "<U+30C8><U+30B2><U+30AD><U+30C3><U+30B9> (Togekiss)" 4 "Normal" "Jubilee Pokémon" 2 "Fairy" 1.5 38 3 "Hustle" 545 85 50 95 120 115 80 30 "Fast" 2 "Fairy" 10 1 1 1 2 0.5 2 0.25 2 0 1 1 0.25 2 1 0 0.5 2 1 0 0
"469" 558 469 "Yanmega" "Yanmega" "<U+30E1><U+30AC><U+30E4><U+30F3><U+30DE> (Megayanma)" 4 "Normal" "Ogre Darner Pokémon" 2 "Bug" 1.9 51.5 3 "Speed Boost" 515 86 76 86 116 56 95 30 "Medium Fast" 1 "Bug" 20 1 2 1 2 0.25 2 0.25 1 0 2 1 0.5 4 1 1 1 1 1 1 0
"470" 559 470 "Leafeon" "Folipurba" "<U+30EA><U+30FC><U+30D5><U+30A3><U+30A2> (Leafia)" 4 "Normal" "Verdant Pokémon" 1 "Grass" 1 25.5 2 "Leaf Guard" 525 65 110 130 60 65 95 45 "Medium Fast" 1 "Field" 35 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 3 0
"471" 560 471 "Glaceon" "Glaziola" "<U+30B0><U+30EC><U+30A4><U+30B7><U+30A2> (Glacia)" 4 "Normal" "Fresh Snow Pokémon" 1 "Ice" 0.8 25.9 2 "Snow Cloak" 525 65 60 110 130 95 65 45 "Medium Fast" 1 "Field" 35 1 2 1 1 1 0.5 2 1 1 1 1 1 2 1 1 1 2 1 3 0
"472" 561 472 "Gliscor" "Skorgro" "<U+30B0><U+30E9><U+30A4><U+30AA><U+30F3> (Glion)" 4 "Normal" "Fang Scorp Pokémon" 2 "Ground" 2 42.5 3 "Hyper Cutter" 510 75 95 125 45 75 95 30 "Medium Slow" 1 "Bug" 20 1 1 2 0 1 4 0.5 0.5 0 1 1 0.5 1 1 1 1 1 1 1 0
"473" 562 473 "Mamoswine" "Mamutel" "<U+30DE><U+30F3><U+30E0><U+30FC> (Mammoo)" 4 "Normal" "Twin Tusk Pokémon" 2 "Ice" 2.5 291 3 "Oblivious" 530 110 130 80 70 60 80 50 "Slow" 1 "Field" 20 1 2 2 0 2 1 2 0.5 1 1 1 1 1 1 1 1 2 1 1 0
"474" 563 474 "Porygon-Z" "Porygon-Z" "<U+30DD><U+30EA><U+30B4><U+30F3>Z (Porygon-Z)" 4 "Normal" "Virtual Pokémon" 1 "Normal" 0.9 34 3 "Adaptability" 535 85 80 70 135 75 90 30 "Medium Fast" 1 "Mineral" 20 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 3 0
"475" 564 475 "Gallade" "Galagladi" "<U+30A8><U+30EB><U+30EC><U+30A4><U+30C9> (Erureido)" 4 "Normal" "Blade Pokémon" 2 "Psychic" 1.6 52 2 "Steadfast" 518 68 125 65 65 115 80 45 "Slow" 2 "Amorphous" 20 1 1 1 1 1 1 0.5 1 1 2 1 1 0.5 2 1 1 1 2 1 0
"476" 566 476 "Probopass" "Voluminas" "<U+30C0><U+30A4><U+30CE><U+30FC><U+30BA> (Dainose)" 4 "Normal" "Compass Pokémon" 2 "Rock" 1.4 340 3 "Sturdy" 525 60 55 145 75 150 40 60 "Medium Fast" 1 "Mineral" 20 0.25 1 2 1 1 0.5 4 0 4 0.25 0.5 0.5 0.5 1 0.5 1 1 0.5 1 0
"477" 567 477 "Dusknoir" "Zwirrfinst" "<U+30E8><U+30CE><U+30EF><U+30FC><U+30EB> (Yonoir)" 4 "Normal" "Gripper Pokémon" 1 "Ghost" 2.2 106.6 2 "Pressure" 525 45 100 135 65 135 45 45 "Fast" 1 "Amorphous" 25 0 1 1 1 1 1 0 0.5 1 1 1 0.5 1 2 1 2 1 1 3 0
"478" 568 478 "Froslass" "Frosdedje" "<U+30E6><U+30AD><U+30E1><U+30CE><U+30B3> (Yukimenoko)" 4 "Normal" "Snow Land Pokémon" 2 "Ice" 1.3 26.6 2 "Snow Cloak" 480 70 80 70 80 70 110 75 "Medium Fast" 2 "Fairy" 20 0 2 1 1 1 0.5 0 0.5 1 1 1 0.5 2 2 1 2 2 1 1 0
"479" 569 479 "Rotom" "Rotom" "<U+30ED><U+30C8><U+30E0> (Rotom)" 4 "Normal" "Plasma Pokémon" 2 "Electric" 0.3 0.3 1 "Levitate" 440 50 50 77 95 77 91 45 "Medium Fast" 1 "Amorphous" 20 0 1 1 0.5 1 1 0 0.5 0 0.5 1 0.5 1 2 1 2 0.5 1 4 0
"480" 575 480 "Uxie" "Selfe" "<U+30E6><U+30AF><U+30B7><U+30FC> (Yuxie)" 4 "Sub Legendary" "Knowledge Pokémon" 1 "Psychic" 0.3 0.3 1 "Levitate" 580 75 75 130 75 130 95 3 "Slow" 1 "Undiscovered" 80 1 1 1 1 1 1 0.5 1 0 1 0.5 2 1 2 1 2 1 1 5 0
"481" 576 481 "Mesprit" "Vesprit" "<U+30A8><U+30E0><U+30EA><U+30C3><U+30C8> (Emrit)" 4 "Sub Legendary" "Emotion Pokémon" 1 "Psychic" 0.3 0.3 1 "Levitate" 580 80 105 105 105 105 80 3 "Slow" 1 "Undiscovered" 80 1 1 1 1 1 1 0.5 1 0 1 0.5 2 1 2 1 2 1 1 5 0
"482" 577 482 "Azelf" "Tobutz" "<U+30A2><U+30B0><U+30CE><U+30E0> (Agnome)" 4 "Sub Legendary" "Willpower Pokémon" 1 "Psychic" 0.3 0.3 1 "Levitate" 580 75 125 70 125 70 115 3 "Slow" 1 "Undiscovered" 80 1 1 1 1 1 1 0.5 1 0 1 0.5 2 1 2 1 2 1 1 5 0
"483" 578 483 "Dialga" "Dialga" "<U+30C7><U+30A3><U+30A2><U+30EB><U+30AC> (Dialga)" 4 "Legendary" "Temporal Pokémon" 2 "Steel" 5.4 683 2 "Pressure" 680 100 120 120 150 100 90 3 "Slow" 1 "Undiscovered" 120 0.5 1 0.5 0.5 0.25 1 2 0 2 0.5 0.5 0.5 0.5 1 1 1 0.5 1 3 0
"484" 579 484 "Palkia" "Palkia" "<U+30D1><U+30EB><U+30AD><U+30A2> (Palkia)" 4 "Legendary" "Spatial Pokémon" 2 "Water" 4.2 336 2 "Pressure" 680 90 120 100 150 120 100 3 "Slow" 1 "Undiscovered" 120 1 0.25 0.25 1 1 1 1 1 1 1 1 1 1 1 2 1 0.5 2 3 0
"485" 580 485 "Heatran" "Heatran" "<U+30D2><U+30FC><U+30C9><U+30E9><U+30F3> (Heatran)" 4 "Sub Legendary" "Lava Dome Pokémon" 2 "Fire" 1.7 430 2 "Flash Fire" 600 91 90 106 130 106 77 3 "Slow" 1 "Undiscovered" 10 0.5 0 2 1 0.25 0.25 2 0 4 0.5 0.5 0.25 1 1 0.5 1 0.25 0.25 2 0
"486" 581 486 "Regigigas" "Regigigas" "<U+30EC><U+30B8><U+30AE><U+30AC><U+30B9> (Regigigas)" 4 "Sub Legendary" "Colossal Pokémon" 1 "Normal" 3.7 420 1 "Slow Start" 670 110 160 110 80 110 100 3 "Slow" 1 "Undiscovered" 120 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 5 0
"487" 582 487 "Giratina Altered Forme" "Giratina" "<U+30AE><U+30E9><U+30C6><U+30A3><U+30CA> (Giratina)" 4 "Legendary" "Renegade Pokémon" 2 "Ghost" 4.5 750 2 "Pressure" 680 150 100 120 100 120 90 3 "Slow" 1 "Undiscovered" 120 0 0.5 0.5 0.5 0.5 2 0 0.5 1 1 1 0.5 1 2 2 2 1 2 3 0
"488" 584 488 "Cresselia" "Cresselia" "<U+30AF><U+30EC><U+30BB><U+30EA><U+30A2> (Cresselia)" 4 "Sub Legendary" "Lunar Pokémon" 1 "Psychic" 1.5 85.6 1 "Levitate" 600 120 70 120 75 130 85 3 "Slow" 1 "Undiscovered" 120 1 1 1 1 1 1 0.5 1 0 1 0.5 2 1 2 1 2 1 1 4 0
"489" 585 489 "Phione" "Phione" "<U+30D5><U+30A3><U+30AA><U+30CD> (Phione)" 4 "Mythical" "Sea Drifter Pokémon" 1 "Water" 0.4 3.1 1 "Hydration" 480 80 80 80 80 80 80 30 "Slow" 2 "Fairy" 40 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 4 0
"490" 586 490 "Manaphy" "Manaphy" "<U+30DE><U+30CA><U+30D5><U+30A3> (Manaphy)" 4 "Mythical" "Seafaring Pokémon" 1 "Water" 0.3 1.4 1 "Hydration" 600 100 100 100 100 100 100 3 "Slow" 2 "Fairy" 10 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 4 0
"491" 587 491 "Darkrai" "Darkrai" "<U+30C0><U+30FC><U+30AF><U+30E9><U+30A4> (Darkrai)" 4 "Mythical" "Pitch-Black Pokémon" 1 "Dark" 1.5 50.5 1 "Bad Dreams" 600 70 90 90 135 90 125 3 "Slow" 1 "Undiscovered" 120 1 1 1 1 1 1 2 1 1 1 0 2 1 0.5 1 0.5 1 2 5 0
"492" 588 492 "Shaymin Land Forme" "Shaymin" "<U+30B7><U+30A7><U+30A4><U+30DF> (Shaymin)" 4 "Mythical" "Gratitude Pokémon" 1 "Grass" 0.2 2.1 1 "Natural Cure" 600 100 100 100 100 100 100 45 "Medium Slow" 1 "Undiscovered" 120 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 5 0
"493" 590 493 "Arceus" "Arceus" "<U+30A2><U+30EB><U+30BB><U+30A6><U+30B9> (Arceus)" 4 "Mythical" "Alpha Pokémon" 1 "Normal" 3.2 320 1 "Multitype" 720 120 120 120 120 120 120 3 "Slow" 1 "Undiscovered" 120 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 5 0
"494" 591 494 "Victini" "Victini" "<U+30D3><U+30AF><U+30C6><U+30A3><U+30CB> (Victini)" 5 "Mythical" "Victory Pokémon" 2 "Psychic" 0.4 4 1 "Victory Star" 600 100 100 100 100 100 100 3 "Slow" 1 "Undiscovered" 120 1 0.5 2 1 0.5 0.5 0.5 1 2 1 0.5 1 2 2 1 2 0.5 0.5 4 0
"495" 592 495 "Snivy" "Serpifeu" "<U+30C4><U+30BF><U+30FC><U+30B8><U+30E3> (Tsutarja)" 5 "Normal" "Grass Snake Pokémon" 1 "Grass" 0.6 8.1 2 "Overgrow" 308 45 45 55 45 55 63 45 "Medium Slow" 2 "Field" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 2 0
"496" 593 496 "Servine" "Efoserp" "<U+30B8><U+30E3><U+30CE><U+30D3><U+30FC> (Janovy)" 5 "Normal" "Grass Snake Pokémon" 1 "Grass" 0.8 16 2 "Overgrow" 413 60 60 75 60 75 83 45 "Medium Slow" 2 "Field" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 2 0
"497" 594 497 "Serperior" "Serpiroyal" "<U+30B8><U+30E3><U+30ED><U+30FC><U+30C0> (Jalorda)" 5 "Normal" "Regal Pokémon" 1 "Grass" 3.3 63 2 "Overgrow" 528 75 75 95 75 95 113 45 "Medium Slow" 2 "Field" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 2 0
"498" 595 498 "Tepig" "Floink" "<U+30DD><U+30AB><U+30D6> (Pokabu)" 5 "Normal" "Fire Pig Pokémon" 1 "Fire" 0.5 9.9 2 "Blaze" 308 65 63 45 45 45 45 45 "Medium Slow" 1 "Field" 20 1 0.5 2 1 0.5 0.5 1 1 2 1 1 0.5 2 1 1 1 0.5 0.5 3 0
"499" 596 499 "Pignite" "Ferkokel" "<U+30C1><U+30E3><U+30AA><U+30D6><U+30FC> (Chaoboo)" 5 "Normal" "Fire Pig Pokémon" 2 "Fire" 1 55.5 2 "Blaze" 418 90 93 55 70 55 55 45 "Medium Slow" 1 "Field" 20 1 0.5 2 1 0.5 0.5 1 1 2 2 2 0.25 1 1 1 0.5 0.5 1 2 0
"500" 597 500 "Emboar" "Flambirex" "<U+30A8><U+30F3><U+30D6><U+30AA><U+30FC> (Enbuoh)" 5 "Normal" "Mega Fire Pig Pokémon" 2 "Fire" 1.6 150 2 "Blaze" 528 110 123 65 100 65 65 45 "Medium Slow" 1 "Field" 20 1 0.5 2 1 0.5 0.5 1 1 2 2 2 0.25 1 1 1 0.5 0.5 1 2 0
"501" 598 501 "Oshawott" "Ottaro" "<U+30DF><U+30B8><U+30E5><U+30DE><U+30EB> (Mijumaru)" 5 "Normal" "Sea Otter Pokémon" 1 "Water" 0.5 5.9 2 "Torrent" 308 55 55 45 63 45 45 45 "Medium Slow" 1 "Field" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 3 0
"502" 599 502 "Dewott" "Zwottronin" "<U+30D5><U+30BF><U+30C1><U+30DE><U+30EB> (Futachimaru)" 5 "Normal" "Discipline Pokémon" 1 "Water" 0.8 24.5 2 "Torrent" 413 75 75 60 83 60 60 45 "Medium Slow" 1 "Field" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 3 0
"503" 600 503 "Samurott" "Admurai" "<U+30C0><U+30A4><U+30B1><U+30F3><U+30AD> (Daikenki)" 5 "Normal" "Formidable Pokémon" 1 "Water" 1.5 94.6 2 "Torrent" 528 95 100 85 108 70 70 45 "Medium Slow" 1 "Field" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 3 0
"504" 601 504 "Patrat" "Nagelotz" "<U+30DF><U+30CD><U+30BA><U+30DF> (Minezumi)" 5 "Normal" "Scout Pokémon" 1 "Normal" 0.5 11.6 3 "Run Away" 255 45 55 39 35 39 42 255 "Medium Fast" 1 "Field" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"505" 602 505 "Watchog" "Kukmarda" "<U+30DF><U+30EB><U+30DB><U+30C3><U+30B0> (Miruhog)" 5 "Normal" "Lookout Pokémon" 1 "Normal" 1.1 27 3 "Illuminate" 420 60 85 69 60 69 77 255 "Medium Fast" 1 "Field" 20 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"506" 603 506 "Lillipup" "Yorkleff" "<U+30E8><U+30FC><U+30C6><U+30EA><U+30FC> (Yorterrie)" 5 "Normal" "Puppy Pokémon" 1 "Normal" 0.4 4.1 3 "Vital Spirit" 275 45 60 45 25 45 55 255 "Medium Slow" 1 "Field" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"507" 604 507 "Herdier" "Terribark" "<U+30CF><U+30FC><U+30C7><U+30EA><U+30A2> (Herderrie)" 5 "Normal" "Loyal Dog Pokémon" 1 "Normal" 0.9 14.7 3 "Intimidate" 370 65 80 65 35 65 60 120 "Medium Slow" 1 "Field" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"508" 605 508 "Stoutland" "Bissbark" "<U+30E0><U+30FC><U+30E9><U+30F3><U+30C9> (Mooland)" 5 "Normal" "Big-Hearted Pokémon" 1 "Normal" 1.2 61 3 "Intimidate" 500 85 110 90 45 90 80 45 "Medium Slow" 1 "Field" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"509" 606 509 "Purrloin" "Felilou" "<U+30C1><U+30E7><U+30ED><U+30CD><U+30B3> (Choroneko)" 5 "Normal" "Devious Pokémon" 1 "Dark" 0.4 10.1 3 "Limber" 281 41 50 37 50 37 66 255 "Medium Fast" 1 "Field" 20 1 1 1 1 1 1 2 1 1 1 0 2 1 0.5 1 0.5 1 2 2 0
